,LEFT_ID,RIGHT_ID,label
206,DOID:305,mir215,1
207,DOID:305,mir218,1
208,DOID:305,mir221,1
209,DOID:305,mir222,1
210,DOID:305,mir223,1
211,DOID:305,mir23a,1
212,DOID:305,mir24,1
213,DOID:305,mir25,1
214,DOID:305,mir26b,1
215,DOID:305,mir27a,1
216,DOID:3069,mir29c,1
217,DOID:3069,mir302a,1
218,DOID:3069,mir302b,1
219,DOID:3093,mir18a,1
220,DOID:3093,mir125a,1
221,DOID:3093,mir126,1
222,DOID:3093,mir127,1
223,DOID:3093,mir135a,1
224,DOID:3093,mir142,1
225,DOID:3093,mir146a,1
226,DOID:3093,mir148a,1
227,DOID:3093,mir15a,1
228,DOID:3093,mir181b,1
229,DOID:3093,mir182,1
230,DOID:3093,mir183,1
231,DOID:3093,mir192,1
232,DOID:3069,mir302c,1
233,DOID:3093,mir19a,1
234,DOID:3093,mir200a,1
235,DOID:3093,mir20a,1
236,DOID:3093,mir210,1
237,DOID:3093,mir218,1
238,DOID:3093,mir222,1
239,DOID:3093,mir224,1
240,DOID:3093,mir24,1
241,DOID:3093,mir27b,1
242,DOID:3093,mir29a,1
243,DOID:3093,mir29b,1
244,DOID:3093,mir10b,1
245,DOID:3093,mir106a,1
246,DOID:3093,let7g,1
247,DOID:3093,let7f,1
248,DOID:3070,mir10a,1
249,DOID:3070,mir149,1
250,DOID:3070,mir137,1
251,DOID:3070,mir185,1
252,DOID:3070,mir208b,1
253,DOID:3070,mir376a,1
254,DOID:3070,mir328,1
255,DOID:3070,mir542,1
256,DOID:3070,mir193a,1
257,DOID:3070,mir138,1
258,DOID:3070,mir410,1
259,DOID:3070,mir708,1
260,DOID:3070,mir885,1
261,DOID:3070,mir504,1
262,DOID:3070,mir873,1
263,DOID:3070,mir329,1
264,DOID:3070,mir548b,1
265,DOID:3070,mir3163,1
266,DOID:3070,mir1305,1
267,DOID:3093,let7a,1
268,DOID:3093,let7b,1
269,DOID:3093,let7c,1
270,DOID:3093,let7d,1
271,DOID:3093,mir30a,1
272,DOID:3093,mir323a,1
273,DOID:3093,mir339,1
274,DOID:3093,mir138,1
275,DOID:3093,mir326,1
276,DOID:3093,mir885,1
277,DOID:3093,mir504,1
278,DOID:3093,mir548d,1
279,DOID:3093,mir513a,1
280,DOID:3093,mir513b,1
281,DOID:3093,mir513c,1
282,DOID:3095,mir372,1
283,DOID:3095,mir373,1
284,DOID:3118,mir122,1
285,DOID:3118,mir143,1
286,DOID:3118,mir145,1
287,DOID:3118,mir181b,1
288,DOID:3118,mir199a,1
289,DOID:3118,mir199b,1
290,DOID:3118,mir200b,1
291,DOID:3118,mir21,1
292,DOID:3118,mir212,1
293,DOID:3118,mir214,1
294,DOID:3118,mir221,1
295,DOID:3118,mir222,1
296,DOID:3118,mir224,1
297,DOID:3118,mir28,1
298,DOID:3093,mir483,1
299,DOID:3093,mir193a,1
300,DOID:3093,mir33b,1
301,DOID:3093,mir376a,1
302,DOID:3093,mir340,1
303,DOID:3093,mir34a,1
304,DOID:3093,mir34c,1
305,DOID:3093,mir372,1
306,DOID:3093,mir373,1
307,DOID:3093,mir376c,1
308,DOID:3093,mir379,1
309,DOID:3093,mir452,1
310,DOID:3093,mir487b,1
311,DOID:3093,mir494,1
312,DOID:3093,mir495,1
313,DOID:3093,mir512,1
314,DOID:3093,mir9,1
315,DOID:3093,mir92b,1
316,DOID:3093,mir93,1
317,DOID:3093,mir96,1
318,DOID:3093,mir153,1
319,DOID:3093,mir135b,1
320,DOID:3093,mir338,1
321,DOID:3093,mir302d,1
322,DOID:3093,mir383,1
323,DOID:3093,mir193b,1
324,DOID:3093,mir190a,1
325,DOID:3070,mir539,1
326,DOID:3070,mir383,1
327,DOID:3070,mir99a,1
328,DOID:3069,mir708,1
329,DOID:3069,mir504,1
330,DOID:3069,mir323b,1
331,DOID:3069,mir329,1
332,DOID:3069,mir3163,1
333,DOID:3069,mir1305,1
334,DOID:3069,mir200,1
335,DOID:3070,let7a,1
336,DOID:3070,let7d,1
337,DOID:3070,mir101,1
338,DOID:3070,mir106a,1
339,DOID:3070,mir10b,1
340,DOID:3070,mir124,1
341,DOID:3070,mir125b,1
342,DOID:3070,mir128,1
343,DOID:3070,mir130a,1
344,DOID:3070,mir134,1
345,DOID:3070,mir142,1
346,DOID:3070,mir143,1
347,DOID:3070,mir145,1
348,DOID:3070,mir146a,1
349,DOID:3070,mir146b,1
350,DOID:3070,mir148a,1
351,DOID:3070,mir150,1
352,DOID:3069,mir885,1
353,DOID:3069,mir425,1
354,DOID:3070,mir152,1
355,DOID:3069,mir326,1
356,DOID:3069,mir30a,1
357,DOID:3069,mir30c,1
358,DOID:3069,mir32,1
359,DOID:3069,mir323a,1
360,DOID:3069,mir335,1
361,DOID:3069,mir342,1
362,DOID:3069,mir381,1
363,DOID:3069,mir451a,1
364,DOID:3069,mir452,1
365,DOID:3069,mir7,1
366,DOID:3069,mir9,1
367,DOID:3069,mir31,1
368,DOID:3069,mir99a,1
369,DOID:3069,mir153,1
370,DOID:3069,mir539,1
371,DOID:3069,mir10a,1
372,DOID:3069,mir196b,1
373,DOID:3069,mir139,1
374,DOID:3069,mir455,1
375,DOID:3069,mir208b,1
376,DOID:3069,mir486,1
377,DOID:3069,mir328,1
378,DOID:3069,mir138,1
379,DOID:3070,mir151a,1
380,DOID:3070,mir155,1
381,DOID:3070,mir184,1
382,DOID:3070,mir224,1
383,DOID:3070,mir23b,1
384,DOID:3070,mir24,1
385,DOID:3070,mir25,1
386,DOID:3070,mir26a,1
387,DOID:3070,mir26b,1
388,DOID:3070,mir27b,1
389,DOID:3070,mir29a,1
390,DOID:3070,mir29c,1
391,DOID:3070,mir302b,1
392,DOID:3070,mir30a,1
393,DOID:3070,mir30c,1
394,DOID:3070,mir30e,1
395,DOID:3070,mir323a,1
396,DOID:3070,mir342,1
397,DOID:3070,mir34a,1
398,DOID:3070,mir367,1
399,DOID:3070,mir375,1
400,DOID:3070,mir451a,1
401,DOID:3070,mir497,1
402,DOID:3070,mir92a,1
403,DOID:3070,mir92b,1
404,DOID:3070,mir95,1
405,DOID:3070,mir31,1
406,DOID:3070,mir23a,1
407,DOID:3070,mir222,1
408,DOID:3070,mir15a,1
409,DOID:3070,mir221,1
410,DOID:3070,mir15b,1
411,DOID:3070,mir17,1
412,DOID:3070,mir181a,1
413,DOID:3070,mir181b,1
414,DOID:3070,mir181c,1
415,DOID:3070,mir182,1
416,DOID:3070,mir183,1
417,DOID:3070,mir18a,1
418,DOID:3070,mir18b,1
419,DOID:3070,mir195,1
420,DOID:3070,mir196a,1
421,DOID:3070,mir197,1
422,DOID:3070,mir19a,1
423,DOID:3070,mir19b,1
424,DOID:3070,mir204,1
425,DOID:3070,mir206,1
426,DOID:3070,mir208a,1
427,DOID:3070,mir21,1
428,DOID:3070,mir210,1
429,DOID:3070,mir214,1
430,DOID:3070,mir215,1
431,DOID:3070,mir218,1
432,DOID:3070,mir22,1
433,DOID:299,mir203,1
434,DOID:299,mir200c,1
435,DOID:299,mir200b,1
436,DOID:2531,mir30c,1
437,DOID:2531,mir224,1
438,DOID:2531,mir23a,1
439,DOID:2531,mir23b,1
440,DOID:2531,mir24,1
441,DOID:2531,mir25,1
442,DOID:2531,mir26a,1
443,DOID:2531,mir26b,1
444,DOID:2531,mir27a,1
445,DOID:2531,mir27b,1
446,DOID:2531,mir30a,1
447,DOID:2531,mir30b,1
448,DOID:2531,mir30e,1
449,DOID:2596,mir708,1
450,DOID:2531,mir323a,1
451,DOID:2531,mir335,1
452,DOID:2531,mir339,1
453,DOID:2531,mir342,1
454,DOID:2531,mir34a,1
455,DOID:2531,mir34b,1
456,DOID:2531,mir34c,1
457,DOID:2531,mir378a,1
458,DOID:2531,mir424,1
459,DOID:2531,mir451a,1
460,DOID:2531,mir495,1
461,DOID:2531,mir223,1
462,DOID:2531,mir222,1
463,DOID:2531,mir221,1
464,DOID:2531,mir219,1
465,DOID:2531,mir15b,1
466,DOID:2531,mir16,1
467,DOID:2531,mir17,1
468,DOID:2531,mir181b,1
469,DOID:2531,mir181c,1
470,DOID:2531,mir181d,1
471,DOID:2531,mir187,1
472,DOID:2531,mir18a,1
473,DOID:2531,mir192,1
474,DOID:2531,mir194,1
475,DOID:2531,mir195,1
476,DOID:2531,mir199a,1
477,DOID:2531,mir199b,1
478,DOID:2531,mir19a,1
479,DOID:2531,mir19b,1
480,DOID:2531,mir200b,1
481,DOID:2531,mir203,1
482,DOID:2531,mir205,1
483,DOID:2531,mir206,1
484,DOID:2531,mir210,1
485,DOID:2531,mir212,1
486,DOID:2531,mir214,1
487,DOID:2531,mir218,1
488,DOID:2531,mir499a,1
489,DOID:2531,mir9,1
490,DOID:2531,mir92b,1
491,DOID:2531,mir628,1
492,DOID:2531,mir485,1
493,DOID:2531,mir720,1
494,DOID:2531,mir590,1
495,DOID:2531,mir671,1
496,DOID:2531,mir632,1
497,DOID:2531,mir636,1
498,DOID:2531,mir711,1
499,DOID:2531,mir369,1
500,DOID:2531,mir564,1
501,DOID:2531,mir3151,1
502,DOID:2531,mir451b,1
503,DOID:2596,mir1,1
504,DOID:2596,mir125b,1
505,DOID:2596,mir133a,1
506,DOID:2596,mir144,1
507,DOID:2596,mir155,1
508,DOID:2596,mir16,1
509,DOID:2596,mir203,1
510,DOID:2596,mir205,1
511,DOID:2596,mir206,1
512,DOID:2596,mir21,1
513,DOID:2596,mir34a,1
514,DOID:2596,mir375,1
515,DOID:2531,mir625,1
516,DOID:2531,mir708,1
517,DOID:2531,mir98,1
518,DOID:2531,mir584,1
519,DOID:2531,mir184,1
520,DOID:2531,mir99a,1
521,DOID:2531,mir433,1
522,DOID:2531,mir96,1
523,DOID:2531,mir135b,1
524,DOID:2531,mir193b,1
525,DOID:2531,mir539,1
526,DOID:2531,mir550a,1
527,DOID:2531,mir663a,1
528,DOID:2531,mir10a,1
529,DOID:2531,mir196b,1
530,DOID:2531,mir454,1
531,DOID:2531,mir660,1
532,DOID:2531,mir486,1
533,DOID:2531,mir518b,1
534,DOID:2531,mir615,1
535,DOID:2531,mir629,1
536,DOID:2531,mir328,1
537,DOID:2531,mir640,1
538,DOID:2531,mir650,1
539,DOID:2531,mir193a,1
540,DOID:2531,mir326,1
541,DOID:2531,mir345,1
542,DOID:2531,mir155,1
543,DOID:2531,mir154,1
544,DOID:2531,mir151a,1
545,DOID:2394,mir383,1
546,DOID:2394,mir449b,1
547,DOID:2394,mir185,1
548,DOID:2394,mir486,1
549,DOID:2394,mir629,1
550,DOID:2394,mir642a,1
551,DOID:2394,mir532,1
552,DOID:2394,mir542,1
553,DOID:2394,mir138,1
554,DOID:2394,mir502,1
555,DOID:2394,mir1299,1
556,DOID:2468,mir103a,1
557,DOID:2468,mir106b,1
558,DOID:2468,mir146a,1
559,DOID:2468,mir15a,1
560,DOID:2468,mir15b,1
561,DOID:2468,mir17,1
562,DOID:2468,mir181b,1
563,DOID:2468,mir195,1
564,DOID:2468,mir20b,1
565,DOID:2468,mir219,1
566,DOID:2468,mir24,1
567,DOID:2468,mir29a,1
568,DOID:2468,mir29b,1
569,DOID:2394,mir193b,1
570,DOID:2394,mir488,1
571,DOID:2468,mir30b,1
572,DOID:2394,mir135b,1
573,DOID:2394,mir302c,1
574,DOID:2394,mir30a,1
575,DOID:2394,mir30b,1
576,DOID:2394,mir30c,1
577,DOID:2394,mir30e,1
578,DOID:2394,mir320a,1
579,DOID:2394,mir335,1
580,DOID:2394,mir339,1
581,DOID:2394,mir34a,1
582,DOID:2394,mir367,1
583,DOID:2394,mir375,1
584,DOID:2394,mir376c,1
585,DOID:2394,mir429,1
586,DOID:2394,mir499a,1
587,DOID:2394,mir9,1
588,DOID:2394,mir92a,1
589,DOID:2394,mir99b,1
590,DOID:2394,mir370,1
591,DOID:2394,mir99a,1
592,DOID:2394,mir93,1
593,DOID:2394,mir433,1
594,DOID:2394,mir96,1
595,DOID:2394,mir153,1
596,DOID:2468,mir30a,1
597,DOID:2468,mir30e,1
598,DOID:2531,mir150,1
599,DOID:2513,mir378f,1
600,DOID:2513,mir378h,1
601,DOID:2531,let7a,1
602,DOID:2531,let7d,1
603,DOID:2531,let7e,1
604,DOID:2531,let7f,1
605,DOID:2531,let7g,1
606,DOID:2531,let7i,1
607,DOID:2531,mir103a,1
608,DOID:2531,mir106a,1
609,DOID:2531,mir107,1
610,DOID:2531,mir122,1
611,DOID:2531,mir125a,1
612,DOID:2531,mir126,1
613,DOID:2531,mir127,1
614,DOID:2531,mir130b,1
615,DOID:2531,mir133b,1
616,DOID:2531,mir135a,1
617,DOID:2531,mir142,1
618,DOID:2531,mir144,1
619,DOID:2531,mir145,1
620,DOID:2531,mir146b,1
621,DOID:2531,mir148a,1
622,DOID:2531,mir148b,1
623,DOID:2513,mir378g,1
624,DOID:2513,mir378e,1
625,DOID:2468,mir7,1
626,DOID:2513,mir378d,1
627,DOID:2468,mir9,1
628,DOID:2468,mir92a,1
629,DOID:2468,mir137,1
630,DOID:2468,mir346,1
631,DOID:2468,mir103b,1
632,DOID:2513,mir106b,1
633,DOID:2513,mir125a,1
634,DOID:2513,mir140,1
635,DOID:2513,mir145,1
636,DOID:2513,mir181c,1
637,DOID:2513,mir181d,1
638,DOID:2513,mir182,1
639,DOID:2513,mir183,1
640,DOID:2513,mir18a,1
641,DOID:2513,mir19b,1
642,DOID:2513,mir378a,1
643,DOID:2513,mir93,1
644,DOID:2513,mir139,1
645,DOID:2513,mir455,1
646,DOID:2513,mir638,1
647,DOID:2513,mir572,1
648,DOID:2513,mir3196,1
649,DOID:2513,mir378c,1
650,DOID:2596,mir31,1
651,DOID:2596,mir487a,1
652,DOID:299,mir200a,1
653,DOID:289,mir23a,1
654,DOID:289,mir125b,1
655,DOID:289,mir126,1
656,DOID:289,mir142,1
657,DOID:289,mir17,1
658,DOID:289,mir199a,1
659,DOID:289,mir200a,1
660,DOID:289,mir200b,1
661,DOID:289,mir200c,1
662,DOID:289,mir203,1
663,DOID:289,mir20a,1
664,DOID:289,mir22,1
665,DOID:289,mir23b,1
666,DOID:2600,mir1,1
667,DOID:289,mir29c,1
668,DOID:289,mir34c,1
669,DOID:289,mir365a,1
670,DOID:289,mir365b,1
671,DOID:289,mir375,1
672,DOID:289,mir520b,1
673,DOID:289,mir520c,1
674,DOID:289,mir520d,1
675,DOID:289,mir99b,1
676,DOID:289,mir99a,1
677,DOID:289,mir135b,1
678,DOID:289,mir125a,1
679,DOID:289,mir1,1
680,DOID:289,mir10b,1
681,DOID:289,let7i,1
682,DOID:263,mir1285,1
683,DOID:263,mir760,1
684,DOID:263,mir378d,1
685,DOID:263,mir378f,1
686,DOID:263,mir378h,1
687,DOID:263,mir378i,1
688,DOID:263,mir124a,1
689,DOID:2789,mir17,1
690,DOID:2789,mir18b,1
691,DOID:2789,mir20a,1
692,DOID:2789,mir20b,1
693,DOID:2789,mir21,1
694,DOID:2789,mir23b,1
695,DOID:2789,mir27b,1
696,DOID:2789,mir30b,1
697,DOID:2789,mir93,1
698,DOID:2871,mir206,1
699,DOID:2871,mir503,1
700,DOID:289,let7a,1
701,DOID:289,let7b,1
702,DOID:289,let7d,1
703,DOID:289,let7e,1
704,DOID:289,let7f,1
705,DOID:289,mir10a,1
706,DOID:289,mir196b,1
707,DOID:289,mir193a,1
708,DOID:2914,mir31,1
709,DOID:2921,mir146a,1
710,DOID:2921,mir148b,1
711,DOID:2921,mir155,1
712,DOID:2921,mir198,1
713,DOID:2921,mir423,1
714,DOID:2921,mir663a,1
715,DOID:2921,mir638,1
716,DOID:2921,mir371a,1
717,DOID:2921,mir1224,1
718,DOID:299,mir103a,1
719,DOID:299,mir126,1
720,DOID:299,mir133a,1
721,DOID:299,mir135a,1
722,DOID:299,mir143,1
723,DOID:299,mir145,1
724,DOID:299,mir151a,1
725,DOID:299,mir16,1
726,DOID:299,mir182,1
727,DOID:299,mir183,1
728,DOID:299,mir191,1
729,DOID:299,mir192,1
730,DOID:299,mir194,1
731,DOID:299,mir196a,1
732,DOID:2914,mir503,1
733,DOID:2914,mir92a,1
734,DOID:289,mir574,1
735,DOID:2914,mir320a,1
736,DOID:289,mir509,1
737,DOID:289,mir202,1
738,DOID:289,mir720,1
739,DOID:289,mir504,1
740,DOID:2914,mir125b,1
741,DOID:2914,mir126,1
742,DOID:2914,mir129,1
743,DOID:2914,mir141,1
744,DOID:2914,mir142,1
745,DOID:2914,mir146a,1
746,DOID:2914,mir146b,1
747,DOID:2914,mir150,1
748,DOID:2914,mir154,1
749,DOID:2914,mir16,1
750,DOID:2914,mir192,1
751,DOID:2914,mir19b,1
752,DOID:2914,mir200b,1
753,DOID:2914,mir200c,1
754,DOID:2914,mir205,1
755,DOID:2914,mir20a,1
756,DOID:2914,mir21,1
757,DOID:2914,mir29a,1
758,DOID:2914,mir29b,1
759,DOID:263,mir571,1
760,DOID:263,mir655,1
761,DOID:263,mir625,1
762,DOID:2621,mir21,1
763,DOID:2621,mir27b,1
764,DOID:2621,mir335,1
765,DOID:2621,mir487b,1
766,DOID:2621,mir497,1
767,DOID:2621,mir9,1
768,DOID:2621,mir92a,1
769,DOID:2621,mir93,1
770,DOID:2621,mir137,1
771,DOID:2621,mir542,1
772,DOID:2621,mir410,1
773,DOID:2621,mir628,1
774,DOID:2621,mir885,1
775,DOID:263,let7a,1
776,DOID:263,let7b,1
777,DOID:263,let7c,1
778,DOID:263,let7d,1
779,DOID:263,let7g,1
780,DOID:263,mir106b,1
781,DOID:263,mir10b,1
782,DOID:263,mir124,1
783,DOID:263,mir126,1
784,DOID:263,mir127,1
785,DOID:263,mir129,1
786,DOID:2621,mir210,1
787,DOID:2621,mir20a,1
788,DOID:263,mir134,1
789,DOID:2621,mir19a,1
790,DOID:2600,mir125b,1
791,DOID:2600,mir155,1
792,DOID:2600,mir203,1
793,DOID:2600,mir205,1
794,DOID:2600,mir20b,1
795,DOID:2600,mir24,1
796,DOID:2600,mir34a,1
797,DOID:2600,mir375,1
798,DOID:2600,mir378a,1
799,DOID:2600,mir93,1
800,DOID:2600,mir486,1
801,DOID:2600,mir708,1
802,DOID:2600,mir422a,1
803,DOID:2600,mir384,1
804,DOID:2621,mir106b,1
805,DOID:2621,mir10b,1
806,DOID:2621,mir124,1
807,DOID:2621,mir128,1
808,DOID:2621,mir145,1
809,DOID:2621,mir146b,1
810,DOID:2621,mir15a,1
811,DOID:2621,mir17,1
812,DOID:2621,mir18a,1
813,DOID:263,mir130b,1
814,DOID:263,mir141,1
815,DOID:263,mir509,1
816,DOID:263,mir320a,1
817,DOID:263,mir34a,1
818,DOID:263,mir34b,1
819,DOID:263,mir34c,1
820,DOID:263,mir365a,1
821,DOID:263,mir378a,1
822,DOID:263,mir381,1
823,DOID:263,mir429,1
824,DOID:263,mir452,1
825,DOID:263,mir7,1
826,DOID:263,mir9,1
827,DOID:263,mir92a,1
828,DOID:263,mir99b,1
829,DOID:263,mir184,1
830,DOID:263,mir99a,1
831,DOID:263,mir93,1
832,DOID:263,mir514a,1
833,DOID:263,mir139,1
834,DOID:263,mir454,1
835,DOID:263,mir629,1
836,DOID:263,mir138,1
837,DOID:263,mir320b,1
838,DOID:263,mir425,1
839,DOID:263,mir708,1
840,DOID:263,mir335,1
841,DOID:263,mir30d,1
842,DOID:263,mir142,1
843,DOID:263,mir30c,1
844,DOID:263,mir143,1
845,DOID:263,mir144,1
846,DOID:263,mir145,1
847,DOID:263,mir146a,1
848,DOID:263,mir146b,1
849,DOID:263,mir150,1
850,DOID:263,mir151a,1
851,DOID:263,mir16,1
852,DOID:263,mir195,1
853,DOID:263,mir199b,1
854,DOID:263,mir200a,1
855,DOID:263,mir200b,1
856,DOID:263,mir200c,1
857,DOID:263,mir203,1
858,DOID:263,mir206,1
859,DOID:263,mir21,1
860,DOID:263,mir218,1
861,DOID:263,mir224,1
862,DOID:263,mir23b,1
863,DOID:263,mir26a,1
864,DOID:263,mir26b,1
865,DOID:263,mir29c,1
866,DOID:263,mir302b,1
867,DOID:3118,mir29a,1
868,DOID:3118,mir342,1
869,DOID:2394,mir302a,1
870,DOID:3571,mir517c,1
871,DOID:3571,mir1271,1
872,DOID:3571,mir502,1
873,DOID:3571,mir105,1
874,DOID:3571,mir508,1
875,DOID:3571,mir450a,1
876,DOID:3571,mir450b,1
877,DOID:3571,mir1290,1
878,DOID:3571,mir1234,1
879,DOID:3571,mir522,1
880,DOID:3571,mir323b,1
881,DOID:3571,mir147a,1
882,DOID:3571,mir320e,1
883,DOID:3571,mir612,1
884,DOID:3571,mir500b,1
885,DOID:3571,mir1301,1
886,DOID:3571,mir499b,1
887,DOID:3571,mir1231,1
888,DOID:3571,mir92,1
889,DOID:3571,mir371,1
890,DOID:3594,mir141,1
891,DOID:3594,mir145,1
892,DOID:3594,mir199b,1
893,DOID:3594,mir34a,1
894,DOID:3620,mir106a,1
895,DOID:3571,mir590,1
896,DOID:3571,mir1202,1
897,DOID:3571,mir519e,1
898,DOID:3571,mir489,1
899,DOID:3571,mir629,1
900,DOID:3571,mir657,1
901,DOID:3571,mir532,1
902,DOID:3571,mir190a,1
903,DOID:3571,mir217,1
904,DOID:3571,mir301a,1
905,DOID:3571,mir376a,1
906,DOID:3571,mir409,1
907,DOID:3571,mir542,1
908,DOID:3571,mir519d,1
909,DOID:3571,mir493,1
910,DOID:3571,mir320c,1
911,DOID:3571,mir483,1
912,DOID:3571,mir326,1
913,DOID:3571,mir1224,1
914,DOID:3571,mir503,1
915,DOID:3571,mir1249,1
916,DOID:3571,mir425,1
917,DOID:3571,mir492,1
